game_id,game_date,season,home,away,status,home_score,away_score,history_games,rest_diff,attack_diff_30,defense_diff_30,margin_diff_30,scoring_context_30,attack_diff_60,defense_diff_60,margin_diff_60,scoring_context_60,attack_diff_120,defense_diff_120,margin_diff_120,scoring_context_120,elo_10,elo_20,elo_40,result
20220401-Hokkaido_Nippon-Ham_Fighters-Orix_Buffaloes,2022-04-01 18:00:00,2022,Orix Buffaloes,Hokkaido Nippon-Ham Fighters,Final,2.0,0.0,6,0.0,-0.04094931651497685,-0.07465557336061593,0.02535545769779078,-0.5051788563262917,-0.01522873426627773,-0.040606673286505704,0.014942480244868016,-0.2642645451112166,-0.006206141942197409,-0.021166032610803288,0.008060008274236516,-0.13519128623551782,-0.0028948340658951376,-0.011060436541881736,-0.040027966319395106,home
20220401-Saitama_Seibu_Lions-Chiba_Lotte_Marines,2022-04-01 18:00:00,2022,Chiba Lotte Marines,Saitama Seibu Lions,Final,2.0,1.0,5,0.0,-0.11022501824236834,-0.0627911414005628,-0.0318273447000864,-0.3425850000467147,-0.05892294977290356,-0.02996448200221319,-0.017167885696352945,-0.1820578371223839,-0.030470001223280502,-0.014595685792568223,-0.00890899666497808,-0.0938906413815105,-0.058465645893899666,-0.10808648234826661,-0.18513307531062526,home
20220401-Yokohama_DeNA_BayStars-Tokyo_Yakult_Swallows,2022-04-01 18:00:00,2022,Tokyo Yakult Swallows,Yokohama DeNA BayStars,Final,1.0,6.0,6,0.0,0.03855438243552646,-0.21026059666504868,0.1330582789193956,0.10562750849790677,0.023628656363997164,-0.11315048113390937,0.0701405300691534,0.06786747667584578,0.012993225756321447,-0.05867997110541576,0.03600726614532893,0.0379646793036458,-0.0024419515717754425,-0.009434349464260227,-0.03500608670273452,away
20220402-Fukuoka_SoftBank_Hawks-Tohoku_Rakuten_Golden_Eagles,2022-04-02 14:00:00,2022,Tohoku Rakuten Golden Eagles,Fukuoka SoftBank Hawks,Postponed,,,6,0.0,-0.10314899125280586,0.0976851022248712,-0.10941962894640916,-0.951313730814029,-0.05357871757071785,0.05398193809598545,-0.05674943489623954,-0.49796699877864287,-0.027332171809494394,0.02838472465542266,-0.028908416460290402,-0.2548652085980177,-0.059860377683194625,-0.11365492861448867,-0.2066223202839009,
20220402-Hanshin_Tigers-Yomiuri_Giants,2022-04-02 14:00:00,2022,Yomiuri Giants,Hanshin Tigers,Final,5.0,4.0,7,0.0,0.32204545840928894,-0.2842941346414609,0.3176999233496369,0.06299095106418498,0.1661962366679869,-0.1577469841978989,0.16476148507349572,0.039375363417428935,0.08447507534818491,-0.08303219894458125,0.08391491428767534,0.022031499261854874,0.13898514771715748,0.26075258322505973,0.4636508858417012,home
20220402-Hiroshima_Toyo_Carp-Chunichi_Dragons,2022-04-02 14:00:00,2022,Chunichi Dragons,Hiroshima Toyo Carp,Final,4.0,3.0,7,0.0,-0.4161548803948103,0.1091995101057824,-0.28724554673425584,-0.05158214559608969,-0.22262313893378763,0.06369800810497792,-0.150206920021966,-0.013181328684628124,-0.11518972374634703,0.03424262504338374,-0.07680939187055585,-0.00302123971953374,-0.09180727160148364,-0.16613106476384693,-0.2729100338296608,home
20220402-Hokkaido_Nippon-Ham_Fighters-Orix_Buffaloes,2022-04-02 14:00:00,2022,Orix Buffaloes,Hokkaido Nippon-Ham Fighters,Final,7.0,0.0,7,0.0,0.003960894646213575,-0.1195657845218063,0.06588839506196648,-0.7333426014998986,0.007451734536858184,-0.06328714208964162,0.03544561458568514,-0.3845396468561618,0.005226847792721007,-0.03259902234572171,0.01838082317096473,-0.19698933521794315,0.020750697884045984,0.03669952247896873,0.05882401131434454,home
20220402-Saitama_Seibu_Lions-Chiba_Lotte_Marines,2022-04-02 14:00:00,2022,Chiba Lotte Marines,Saitama Seibu Lions,Final,8.0,1.0,6,0.0,-0.08630159543226132,-0.08671456421066982,-0.012828381889879016,-0.5260539195232472,-0.047104353754374245,-0.041783078020742506,-0.007781911992977749,-0.27800979343767107,-0.024618995711760322,-0.020446691304088403,-0.004250023674014756,-0.14302079057353972,-0.0332219927334921,-0.05474773134708084,-0.06969962386048198,home
20220402-Yokohama_DeNA_BayStars-Tokyo_Yakult_Swallows,2022-04-02 14:00:00,2022,Tokyo Yakult Swallows,Yokohama DeNA BayStars,Final,3.0,2.0,7,0.0,-0.08132871736993358,-0.09037749685958862,0.011251059486870406,0.0893824214584214,-0.03537228426097146,-0.05414954050894075,0.009607803203402002,0.06056543794069574,-0.0162174623935072,-0.029469282955587112,0.005850083404088982,0.03464757028703598,-0.028809415997427357,-0.061767799720462965,-0.13673215331826383,home
20220403-Hanshin_Tigers-Yomiuri_Giants,2022-04-03 13:00:00,2022,Yomiuri Giants,Hanshin Tigers,Final,9.0,5.0,8,0.0,0.3310366745301974,-0.2932853507623694,0.32871567232449683,0.14033216789331263,0.17396141107340796,-0.16551215860331991,0.17205782172699802,0.07881183585919824,0.08926988062323342,-0.08782700421962976,0.08803926089195364,0.0420064704375471,0.15862995703265018,0.2935902957269965,0.5105634079665644,home
