strategy,outer_fold,linear,tree,run,games,accuracy,roc_auc,log_loss,confidence_55_games,confidence_55_wins,confidence_55_accuracy,confidence_55_lcb,confidence_60_games,confidence_60_wins,confidence_60_accuracy,confidence_60_lcb,score,folds,fold_60_std,worst_fold_60_lcb,robust_score,eligible,guardrails
hit_shrink50,1,0.345,0.405,0.25,368,0.5896739130434783,0.5688411265734898,0.6778089332799719,197,121,0.6142131979695431,0.5446702982784147,74,45,0.6081081081081081,0.49419310534999833,2.6744680536031558,2,0.0076923076923077205,0.4357241958151947,3.094807634033735,False,True
hit_shrink50,1,0.345,0.43,0.225,368,0.5896739130434783,0.5699882271259094,0.6773662066951911,189,117,0.6190476190476191,0.5480936363663498,69,40,0.5797101449275363,0.46207193076612163,2.549839368838266,2,0.0037878787878787845,0.4080697369146003,2.950333348177109,False,True
hit_shrink50,1,0.345,0.455,0.19999999999999998,368,0.5869565217391305,0.5708334591119026,0.6770326224593972,178,111,0.6235955056179775,0.5505172707444252,60,36,0.6,0.47365824394206846,2.5983850641022164,2,0.020361990950226283,0.3894829692111983,2.9471440514129625,False,True
hit_shrink50,1,0.345,0.48000000000000004,0.17499999999999996,368,0.5842391304347826,0.5708032722552601,0.6768072389221602,173,107,0.6184971098265896,0.54428186792058,51,32,0.6274509803921569,0.4902496270033425,2.6580077359130527,2,0.0185483870967742,0.43285051021946475,3.053761471938969,False,True
hit_shrink50,1,0.345,0.505,0.15,368,0.5788043478260869,0.5727654179370302,0.6766892857711221,163,101,0.6196319018404908,0.5431588704905546,38,24,0.631578947368421,0.4728367282426011,2.586758421253061,2,0.0033670033670033517,0.35379677689163724,2.9338211914106918,False,True
hit_shrink50,1,0.37,0.205,0.42499999999999993,368,0.5706521739130435,0.5636489872309597,0.6840350677374768,254,148,0.5826771653543307,0.5212420135380011,141,85,0.6028368794326241,0.5203745403938856,2.7491582925179454,2,0.005736714975845436,0.4818046137128726,3.219489476279127,False,False
hit_shrink50,1,0.37,0.22999999999999998,0.4,368,0.5706521739130435,0.5642829112204546,0.682790574895587,248,144,0.5806451612903226,0.518457514571068,134,82,0.6119402985074627,0.5274084845750908,2.7749486460410595,2,0.01828316610925307,0.4763567368169741,3.2147390506395275,False,False
hit_shrink50,1,0.37,0.255,0.375,368,0.5733695652173914,0.5649168352099496,0.681667280117158,242,140,0.5785123966942148,0.5155460682531842,125,77,0.616,0.5284885300554436,2.77731569605799,2,0.022797131147541005,0.4714498650454971,3.2031712988084053,False,False
hit_shrink50,1,0.37,0.28,0.35,368,0.5815217391304348,0.5659733751924412,0.6806627798793611,233,134,0.575107296137339,0.5109206769177369,117,72,0.6153846153846154,0.524895963703818,2.760468336140956,2,0.032894736842105254,0.4572785431323962,3.1519574055891413,False,False
hit_shrink50,1,0.37,0.305,0.32499999999999996,368,0.5869565217391305,0.5670601020315755,0.6797749219755979,225,130,0.5777777777777777,0.5124647492763669,107,66,0.616822429906542,0.5221754771468577,2.752721008425977,2,0.031621243885394834,0.4509418238445375,3.1404203444997245,False,False
hit_shrink50,1,0.37,0.33,0.29999999999999993,368,0.5815217391304348,0.5674223443112869,0.6790017880145438,216,127,0.5879629629629629,0.5213431867545277,98,61,0.6224489795918368,0.5235640278836827,2.766329991805823,2,0.022916666666666696,0.46181189102759373,3.1823085495000836,False,False
hit_shrink50,1,0.37,0.355,0.27499999999999997,368,0.5896739130434783,0.5680864551574244,0.6783416783694939,209,124,0.5933014354066986,0.525602343654553,81,51,0.6296296296296297,0.5208353214633141,2.7616360129898334,2,0.004573170731707321,0.4703216005453191,3.2228112720717377,False,True
hit_shrink50,1,0.37,0.38,0.24999999999999997,368,0.5896739130434783,0.5692033688532013,0.6777930992697613,197,121,0.6142131979695431,0.5446702982784147,75,46,0.6133333333333333,0.5001726873212743,2.6984982209742157,2,0.002136752136752129,0.4486417029674348,3.142866419668146,False,True
hit_shrink50,1,0.37,0.405,0.22499999999999998,368,0.5896739130434783,0.5701995351224077,0.6773547517818275,188,115,0.6117021276595744,0.5404627045753215,68,40,0.5882352941176471,0.46961251890308464,2.5724364729767126,2,0.02430555555555558,0.3932530203122613,2.9170783821778627,False,True
